student_id,week,study_hours,sleep_hours,stress_level,attendance_rate,screen_time_hours,caffeine_intake,learning_efficiency,fatigue_index,quiz_score,assignment_score,performance_index,constancy_index,real_fatigue,risk_level,adjusted_performance,high_screen_time,student_profile
0,1,7.888119881953079,7.318902184689383,5.558082584400276,0.9510515284806528,3.83824373195297,1.0,0.4255167457276133,0.5558082584400276,63.27019963407092,107.12525150000297,91.09103902676526,7.502008470570102,0.6681269308142259,0,10.248628532983837,0,Bajo
0,2,9.950369682396904,5.987168879665576,5.628494665190548,0.7591975924478789,2.175392597329417,2.0,0.4407067841049542,0.9004598399638626,79.33345164117252,109.96258248710821,99.85779481180576,7.554296706842094,0.8055472484099944,0,9.119125445813086,0,Medio
0,3,7.849006422577697,7.375698018345671,3.79872262016239,0.8208306250206723,3.796586775541206,0.0,0.4538169952232548,0.379872262016239,77.07226236474644,110.0,98.58511596346412,6.4427048476357225,0.45354101972657995,0,11.140811889562,0,Medio
0,4,8.994472137679873,7.822544912103189,2.5583127000579555,0.8708863595004755,1.0806597522404489,1.0,0.468137567271133,0.2558312700057955,74.50014229187315,108.02008441489598,101.68813421140328,7.833163095612485,0.289974460379152,0,10.17443771022501,0,Alto
0,5,7.990914657134892,5.416705786463113,6.547400833667364,0.796185833833704,2.306643805277308,1.0,0.4814081381312561,1.1825048212123654,57.751539848393,110.0,93.73079641347849,6.362253049384911,1.0203679351295754,0,10.425056847703123,0,Bajo
0,6,9.887748459593356,6.160782476777362,4.381575248297571,0.8831263431403564,6.951090254244718,1.0,0.4965449267468568,0.7178966992373031,63.48767276039861,110.0,94.04717148617311,8.732131139012372,0.6118849807974414,0,8.63788981121315,0,Bajo
0,7,9.834795419230428,7.296561384328971,2.924340246969036,0.8424196254971814,6.945927067511575,3.0,0.5116362912909043,0.2924340246969036,76.6234240765682,110.0,100.45510534784376,8.285024673909492,0.3524761779612335,0,9.27152765335544,0,Alto
0,8,8.939135912525254,7.087047068238172,4.401985299068265,0.8591760776535502,1.0248621707982144,2.0,0.5259027183348306,0.4401985299068265,66.45887835274029,109.94718848608214,100.63356476296003,7.680291730935437,0.5443254208766802,0,10.124981250748576,0,Alto
0,9,8.191506397106812,6.498242956415464,6.830804235404148,0.8828751109659684,3.9404795924659215,4.0,0.5393948647218024,0.850332771401927,68.83883188444763,109.90949139607133,99.64006917130328,7.232077119324116,0.910987317310083,0,10.840450396973749,0,Medio
0,12,8.567390719451987,6.807639035218878,5.603094684667225,0.8465288230294756,2.662643924760936,3.0,0.5817766401027117,0.62442979006043,73.446340295964,108.83448268477683,98.85206098460318,7.252543182171343,0.7176426393936318,0,10.332186056081271,0,Medio
